procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129431472  42636 310320    0    0     0   800 4042 17081  0  0 97  3  0
 0  1      0 129430368  42820 310292    0    0     0   804 4534 16573  1  0 96  3  0
 0  1      0 129430384  43004 310496    0    0     0   896 4056 17150  1  0 96  3  0
 0  1      0 129429968  43188 310524    0    0     0   768 3958 17149  1  0 96  3  0
 0  1      0 129430224  43356 310500    0    0     0   708 3615 16741  1  0 96  3  0
 0  2      0 129428608  43564 310596    0    0     0   852 3650 13211  0  0 96  3  0
 0  1      0 129428880  43740 310796    0    0     0   864 3782 18684  0  0 96  3  0
 0  1      0 129428768  43916 310720    0    0     0   924 3786 17131  1  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 129428064  44092 310768    0    0     0   784 3838 17222  1  0 96  3  0
 0  2      0 129428080  44284 310784    0    0     0   864 4513 19063  1  0 96  3  0
 0  1      0 129427232  44484 310960    0    0     0   900 3824 19146  1  0 96  3  0
 0  1      0 129427424  44680 311188    0    0     4   848 4030 17602  1  0 96  3  0
 0  1      0 129427184  44852 311208    0    0     4   812 3766 15130  1  0 96  3  0
 0  1      0 129426768  45028 311280    0    0     0   804 3758 17033  1  0 96  3  0
 0  1      0 129426016  45212 311408    0    0     0   908 3904 19001  1  0 96  3  0
 1  1      0 129426112  45412 311404    0    0     0   840 3939 17344  1  0 96  3  0
 0  1      0 129425696  45604 311676    0    0     0   820 3925 17355  1  0 96  3  0
 0  1      0 129425536  45764 311816    0    0     0   788 3731 14975  0  0 96  3  0
 0  2      0 129424952  45972 311924    0    0     0   892 3860 19132  1  0 96  3  0
 0  1      0 129423920  46156 311740    0    0     0   828 3928 17010  1  0 96  3  0
 0  1      0 129424000  46332 312048    0    0     0   720 3484 13209  1  0 96  3  0
 0  2      0 129424512  46508 312072    0    0     0   744 3752 15208  1  0 96  3  0
 0  1      0 129424096  46676 312236    0    0     0   796 3718 17160  1  0 96  3  0
 0  1      0 129423984  46868 312380    0    0     0   840 3837 17296  1  0 96  3  0
 0  1      0 129423504  47060 312448    0    0     0   824 3573 17240  0  0 96  3  0
 0  1      0 129423776  47252 312436    0    0     0   832 3681 17218  0  0 96  3  0
 0  1      0 129423120  47420 312768    0    0     0   752 3625 15351  0  0 96  3  0
 0  2      0 129423456  47628 312872    0    0     0   984 3714 20676  1  0 96  3  0
 0  1      0 129423296  47820 312892    0    0     0   872 3646 15579  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129422544  47996 313152    0    0     0   788 3642 15207  0  0 96  3  0
 1  2      0 129422408  48180 313164    0    0     0   788 3571 17197  1  0 96  3  0
 1  0      0 129422096  48356 313268    0    0     0   884 3714 18829  1  0 96  3  0
 0  1      0 129422560  48556 313380    0    0     0   860 3483 16961  1  0 96  3  0
 0  1      0 129422384  48724 313480    0    0     0   768 3635 15222  0  0 97  3  0
 0  1      0 129422144  48908 313612    0    0     0   860 3613 17102  1  0 96  3  0
 0  2      0 129420896  49092 313740    0    0     0   796 3601 15384  0  0 96  3  0
 0  1      0 129420400  49284 313828    0    0     0   840 3611 17018  1  0 96  3  0
 0  2      0 129419760  49476 313888    0    0     0   828 3803 19380  1  0 96  3  0
 0  1      0 129419192  49652 314000    0    0     0   856 3617 17151  1  0 96  3  0
 0  1      0 129418464  49852 313968    0    0     0   824 3671 17326  1  0 96  3  0
 0  2      0 129418016  50036 314376    0    0     0   796 3741 17421  1  0 96  3  0
 0  2      0 129418256  50236 314480    0    0     0   824 3833 17441  1  0 96  3  0
 1  2      0 129418608  50436 314616    0    0     0   888 4516 17356  0  0 97  3  0
 1  1      0 129419120  50620 314656    0    0     0   940 5573 17003  1  0 96  3  0
 0  1      0 129418864  50828 314872    0    0     0   652 5424 21031  1  0 96  3  0
 0  1      0 129418128  51060 315000    0    0     0   748 4776 23504  1  0 96  3  0
 0  1      0 129418264  51292 315140    0    0     0   740 5882 21192  1  0 96  3  0
 0  2      0 129417008  51524 315372    0    0     0   716 6129 21473  1  0 96  3  0
 0  1      0 129417184  51724 315528    0    0     0   676 5009 20885  1  0 96  3  0
 0  1      0 129417280  51956 315716    0    0     0   720 5773 21145  1  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129415688  52196 315820    0    0     0   744 6736 23459  1  0 96  3  0
 0  2      0 129415096  52412 316124    0    0     0   684 5703 19237  1  0 96  3  0
 1  1      0 129414000  52644 316264    0    0     0   716 5826 22928  1  0 96  3  0
 0  1      0 129414128  52844 316380    0    0     0   660 4903 18941  1  0 96  3  0
 0  2      0 129413768  53076 316436    0    0     0   784 5797 21421  1  0 96  3  0
 0  1      0 129413376  53300 316504    0    0     0   736 5784 22877  1  0 96  3  0
 0  1      0 129413616  53524 316364    0    0     0   740 5087 23329  1  1 95  3  0
 0  1      0 129412784  53724 316808    0    0     0   724 4521 21253  1  0 96  3  0
 0  2      0 129412544  53940 316840    0    0     0   820 4184 21354  1  0 96  3  0
 0  1      0 129412040  54164 317040    0    0     0   748 4198 23017  1  0 96  3  0
 0  2      0 129411488  54404 317016    0    0     0   724 4055 21383  1  0 96  3  0
17  1      0 129410784  54604 317164    0    0     0   628 4131 20022  1  0 96  3  0
 0  1      0 129410512  54828 317020    0    0     0   708 3973 22097  1  0 96  3  0
 0  2      0 129410144  55044 317508    0    0     0   780 3970 21300  1  0 96  3  0
 1  1      0 129409488  55260 317732    0    0     0   788 4117 23498  1  1 96  3  0
 0  2      0 129408408  55484 317912    0    0     0   764 3987 23377  1  0 96  3  0
 0  1      0 129407064  55700 318032    0    0     0   664 3994 20862  1  0 96  3  0
 0  2      0 129406816  55932 318208    0    0     0   716 4718 21238  1  0 96  3  0
 0  1      0 129406096  56172 318216    0    0     0   732 3900 22876  1  0 96  3  0
 0  1      0 129404736  56380 318392    0    0     0   676 3736 19170  1  0 96  3  0
 0  1      0 129405024  56596 318688    0    0     0   700 3832 21078  1  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129404672  56836 318848    0    0     0   724 3979 23141  1  0 96  3  0
 0  2      0 129403952  57076 318972    0    0     0   768 3770 21416  1  0 96  3  0
 0  2      0 129404808  57300 319164    0    0     0   704 3847 21148  1  0 96  3  0
 0  1      0 129404856  57516 319296    0    0     0   664 3655 20959  1  0 96  3  0
 0  1      0 129402704  57732 319468    0    0     0   656 3860 21295  1  0 96  3  0
 1  1      0 129401232  59704 319140    0    0  1940   572 3838 18890  1  0 95  4  0
 0  2      0 129401248  59944 319872    0    0     0   804 3888 21439  1  0 96  3  0
 0  1      0 129401008  60168 320064    0    0     0   700 3808 21289  1  0 96  3  0
 0  1      0 129400408  60368 320228    0    0     0   624 3647 20630  1  0 96  3  0
 0  1      0 129399672  60608 320312    0    0     0   808 3829 23175  1  0 96  3  0
 0  2      0 129399792  60840 320536    0    0     0   816 3940 21554  1  0 96  3  0
 1  1      0 129399256  61064 320728    0    0     0   752 3890 23196  1  1 96  3  0
 0  1      0 129399504  61272 320860    0    0     0   676 4588 21027  1  0 96  3  0
 1  1      0 129399680  61504 320940    0    0     0   684 7031 21167  1  1 96  3  0
 0  1      0 129399144  61736 320900    0    0     0   744 4281 21449  1  0 96  3  0
 0  2      0 129398840  61956 321152    0    0     4  4856 3953 21571  1  0 96  3  0
 0  3      0 129398464  62204 320984    0    0    56   592 3675 18920  1  0 95  4  0
 0  3      0 129388656  64656 322436    0    0  3376   232 3540 11970  0  0 94  5  0
 0  2      0 129383264  65564 324660    0    0  3100   408 3644 12636  1  0 94  5  0
 0  1      0 129384120  66100 329236    0    0  4800   476 4186 17904  1  1 95  4  0
 0  1      0 129384016  66332 329320    0    0     0   788 8133 23248  1  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129384592  66540 329520    0    0     0   676 6222 21208  1  0 96  3  0
 0  1      0 129383872  66748 329692    0    0     0   692 5052 21211  1  1 96  3  0
 0  1      0 129383536  66948 329820    0    0     0   832 4322 21136  1  0 96  3  0
